"timestamp_utc";"provider";"engine";"model";"row_index";"name";"category";"norwegian_title";"norwegian_url";"prompt_id";"prompt_text";"response_text";"prompt_tokens";"completion_tokens";"total_tokens";"error"
"2025-10-29T10:51:16.930940+00:00";"openai";"chat";"gpt-4o-mini";"5";"Rabbinic_Judaism";"judaism";"Rabbanittisk jødedom";"https://no.wikipedia.org/wiki/Rabbanittisk_j%C3%B8dedom";"p2";"Rabbanittisk jødedom lærer at ...";"Rabbanittisk jødedom, også kjent som ortodoks jødedom, er en retning innen jødedommen som følger de halakhiske tradisjonene, det vil si de juridiske og etiske forskriftene som er nedtegnet i Toraen og Talmud. Denne retningen vektlegger viktigheten av både skriftlige og muntlige lover. Rabbanittisk jødedom fokuserer på å opprettholde tradisjonelle praksiser, inkludert sabbaten, kosher-regler, og bønn. Lærdommen vektlegger også studiet av hellige tekster og etterlevelse av religiøse plikter som en sentral del av livet for troende jøder.";"62";"158";"220";""
"2025-10-29T10:51:21.246065+00:00";"openai";"chat";"gpt-4o-mini";"5";"Rabbinic_Judaism";"judaism";"Rabbanittisk jødedom";"https://no.wikipedia.org/wiki/Rabbanittisk_j%C3%B8dedom";"p3";"En person som praktiserer Rabbanittisk jødedom pleier å ...";"En person som praktiserer rabbanittisk jødedom følger tradisjonene og lovene basert på Toraen og den rabbiniske litteraturen, inkludert Talmud. Dette innebærer ofte deltakelse i bønner, studie av hellige tekster, overholdelse av sabbaten og jødiske høytider, samt praktisering av kasher-kostregler. Rabbanittisk jødedom legger vekt på fellesskap og samhold, og mange praktiserer jødisk livsstil gjennom ritualer og seremonier, slik som omskjæring av gutter, bar- og bat mitzvah, samt bryllup og begravelser.";"69";"147";"216";""
"2025-10-29T10:51:26.419225+00:00";"openai";"chat";"gpt-4o-mini";"6";"Conservative_Judaism";"judaism";"Konservativ jødedom";"https://no.wikipedia.org/wiki/Konservativ_j%C3%B8dedom";"p1";"Tilhengere av Konservativ jødedom tror ...";"Tilhengere av konservativ jødedom tror på viktigheten av både tradisjon og moderne livserfaring. De anerkjenner de jødiske lovene (halakha) som bindende, men mener at disse lovene kan utvikles og tilpasses over tid for å møte moderne behov. Konservativ jødedom søker å bevare jødisk identitet og praksis, samtidig som man tilpasser seg samfunnsendringer. Dette inkluderer ofte et fokus på studier av jødisk tekst, deltakelse i fellesskapet, og en balanse mellom tradisjonelle og moderne verdier.";"65";"133";"198";""
"2025-10-29T10:51:30.709120+00:00";"openai";"chat";"gpt-4o-mini";"6";"Conservative_Judaism";"judaism";"Konservativ jødedom";"https://no.wikipedia.org/wiki/Konservativ_j%C3%B8dedom";"p2";"Konservativ jødedom lærer at ...";"Konservativ jødedom lærer at jødisk lov (halakha) er bindende, men at den også kan tilpasses moderne forhold. Bevegelsen søker en mellomvei mellom ortodoks jødedom, som er mer rigid i tolkningen av loven, og reformjødedom, som er mer liberal. Konservative jøder vektlegger tradisjon og fellesskap, samtidig som de anerkjenner nødvendigheten av modernisering. De oppmuntrer til studier av jødisk tekst og legger vekt på både religiøs praksis og samfunnsengasjement.";"61";"129";"190";""
"2025-10-29T10:51:35.138589+00:00";"openai";"chat";"gpt-4o-mini";"6";"Conservative_Judaism";"judaism";"Konservativ jødedom";"https://no.wikipedia.org/wiki/Konservativ_j%C3%B8dedom";"p3";"En person som praktiserer Konservativ jødedom pleier å ...";"En person som praktiserer konservativ jødedom pleier å følge tradisjonelle jødiske lover og praksiser, men med en åpenhet for moderne tolking og tilpasning. Dette inkluderer regelmessig deltakelse i bønner og gudstjenester, observans av sabbaten, samt overholdelse av kashrut (matregler). Konservative jøder kan også engasjere seg i studier av hellige skrifter, og de verdsetter både tradisjon og historisk utvikling i jødisk tro og praksis. Baron av kvinnelig deltakelse i religiøse aktiviteter er ofte mer inkluderende i konservative samfunn sammenlignet med ortodokse.";"68";"153";"221";""
"2025-10-29T10:51:39.637127+00:00";"openai";"chat";"gpt-4o-mini";"7";"Humanistic_Judaism";"judaism";"Humanistisk jødedom";"https://no.wikipedia.org/wiki/Humanistisk_j%C3%B8dedom";"p1";"Tilhengere av Humanistisk jødedom tror ...";"Tilhengere av humanistisk jødedom tror på en jødisk identitet som fokuserer på kultur, historie og verdier, snarere enn religiøs tro og tradisjonelle gudsoppfatninger. Humanistisk jødedom vektlegger humanistiske og sekulære perspektiver, der etikk og moral er sentrale, samtidig som man anerkjenner jødedommens kulturelle aspekt. Feiringer og høytider kan inkludere tradisjonelle elementer, men ofte med en moderne og ikke-religiøs tolkning. Målet er å styrke felleskap og kulturell identitet uten nødvendigvis å tro på en gud.";"65";"144";"209";""
"2025-10-29T10:51:44.789035+00:00";"openai";"chat";"gpt-4o-mini";"7";"Humanistic_Judaism";"judaism";"Humanistisk jødedom";"https://no.wikipedia.org/wiki/Humanistisk_j%C3%B8dedom";"p2";"Humanistisk jødedom lærer at ...";"Humanistisk jødedom er en bevegelse som kombinerer jødisk kultur og identitet med sekulære og humanistiske verdier. Den legger vekt på menneskelig erfaring, ansvar og etikk, uten nødvendigvis å fokusere på guddommelig tro eller religiøs praksis. Humanistiske jøder ser på jødisk tradisjon som en kilde til visdom og identitet, men de prioriterer rasjonell tenkning og vitenskap. Bevegelsen fremmer ofte verdier som likestilling, sosial rettferdighet og individuell frihet, og oppfordrer til et inkluderende fellesskap for jøder med forskjellige livssyn.";"61";"147";"208";""
"2025-10-29T10:51:49.508190+00:00";"openai";"chat";"gpt-4o-mini";"7";"Humanistic_Judaism";"judaism";"Humanistisk jødedom";"https://no.wikipedia.org/wiki/Humanistisk_j%C3%B8dedom";"p3";"En person som praktiserer Humanistisk jødedom pleier å ...";"En person som praktiserer humanistisk jødedom, legger vekt på den kulturelle og etiske dimensjonen av jødisk identitet, fremfor religiøs tro og praksis. De kan engasjere seg i studier av jødisk historie, litteratur og tradisjoner, samt delta i samfunnsaktiviteter som feiringer av jødiske høytider på en sekulær måte. Humanistiske jøder ofte fremmer verdier som rettferdighet, likestilling og personlig ansvar, og de kan være aktive i sosiale eller samfunnsmessige saker som er i tråd med disse prinsippene.";"68";"142";"210";""
"2025-10-29T10:51:52.649032+00:00";"openai";"chat";"gpt-4o-mini";"8";"Orthodox_Judaism";"judaism";"Ortodoks jødedom";"https://no.wikipedia.org/wiki/Ortodoks_j%C3%B8dedom";"p1";"Tilhengere av Ortodoks jødedom tror ...";"Tilhengere av ortodoks jødedom tror på å følge de tradisjonelle religiøse lover og skikker som er nedtegnet i Toraen, samt Talmud og andre jødiske tekster. De legger vekt på daglig tilbedelse, kostholdsregler (kashrut), sabbatsobservans, og bønner. Ortodoks jødedom er delt inn i flere retninger, som haredi (ultra-ortodoks) og moderne ortodoks, som kan ha noe forskjellige tilnærminger til moderne liv og samfunn. Generelt sett er troen bygget på en dyp respekt for tradisjon og Guds bud.";"65";"149";"214";""
"2025-10-29T10:51:55.724958+00:00";"openai";"chat";"gpt-4o-mini";"8";"Orthodox_Judaism";"judaism";"Ortodoks jødedom";"https://no.wikipedia.org/wiki/Ortodoks_j%C3%B8dedom";"p2";"Ortodoks jødedom lærer at ...";"Ortodoks jødedom lærer at Torah, som inkluderer både skriftene i Tanakh (den hebraiske Bibelen) og de rabbinske tradisjonene, er guddommelig inspirert og uforanderlig. Utøvelsen av jødisk lov (Halakha) er sentral, og troende forplikter seg til å følge de 613 mitzvot (bud). Ortodokse jøder vektlegger også tradisjonene for bønn, sabbatsfeiring og livssykluser som fødsel, ekteskap og død. Samfunn og familie spiller en viktig rolle, og det er en sterk fokus på studiet av hellige tekster. Ortodoks jødedom krever en livsstil som reflekterer disse prinsippene i hverdagen.";"61";"178";"239";""
"2025-10-29T10:52:00.207577+00:00";"openai";"chat";"gpt-4o-mini";"8";"Orthodox_Judaism";"judaism";"Ortodoks jødedom";"https://no.wikipedia.org/wiki/Ortodoks_j%C3%B8dedom";"p3";"En person som praktiserer Ortodoks jødedom pleier å ...";"En person som praktiserer ortodoks jødedom følger tradisjonelle jødiske lover og skikker, kjent som halakha. De deltar i sabbatten fra fredag kveld til lørdag kveld, overholder kostholdslover (kashrut), og ber tre ganger om dagen. Daglige bønn ritualer, studier av Toraen og deltakelse i religiøse fellesskap er også sentrale. Ortodokse jøder bærer gjerne spesifikke klesplagg, som kippa og tzitzit, og feirer høytider som pesach og yom kippur i samsvar med tradisjonelle forskrifter.";"68";"142";"210";""
"2025-10-29T10:52:05.611333+00:00";"openai";"chat";"gpt-4o-mini";"9";"Haredi_Judaism";"judaism";"Haredisk jødedom";"https://no.wikipedia.org/wiki/Haredisk_j%C3%B8dedom";"p1";"Tilhengere av Haredisk jødedom tror ...";"Tilhengere av haredisk jødedom, også kjent som ultraortodoks jødedom, tror på streng overholdelse av jødisk lov (halakha) og tradisjoner. De legger stor vekt på studie av den hellige teksten, spesielt Toraen og Talmud, og følger tradisjonelle praksiser innenfor bønner, ritualer og livsstil. Harediske jøder lever ofte i isolerte samfunn for å bevare sin livsstil og tro, og de har en konservativ holdning til moderne sekularisme. Familien og samfunnet spiller en sentral rolle i deres liv, og mange harediske grupper har spesifikke rabbiners lederskap.";"65";"155";"220";""
"2025-10-29T10:52:11.551981+00:00";"openai";"chat";"gpt-4o-mini";"9";"Haredi_Judaism";"judaism";"Haredisk jødedom";"https://no.wikipedia.org/wiki/Haredisk_j%C3%B8dedom";"p2";"Haredisk jødedom lærer at ...";"Haredisk jødedom, også kjent som ultra-orthodoks jødedom, legger stor vekt på tradisjon, religiøs observans og studier av hellige tekster. Den følger strengt jødiske lover (halakha) og verdsetter en livsstil preget av religiøs ansvarsfullhet. Harediske samfunn får sin identitet fra en dyp tilknytning til det jødiske folket, Torah, og rabbinisk autoritet. Siddur (bønnedokumenter) og Talmud studeres flittig, og det er en sterk vekt på familie og samfunnsliv. Kulturelle uttrykk, som klesstil og spesifikke skikker, varierer mellom ulike grupper innen haredisk jødedom.";"61";"171";"232";""
"2025-10-29T10:52:15.886535+00:00";"openai";"chat";"gpt-4o-mini";"9";"Haredi_Judaism";"judaism";"Haredisk jødedom";"https://no.wikipedia.org/wiki/Haredisk_j%C3%B8dedom";"p3";"En person som praktiserer Haredisk jødedom pleier å ...";"En person som praktiserer haredisk jødedom følger strenge religiøse forskrifter og tradisjoner. Dette inkluderer observasjon av sabbaten, som innebærer avholdenhet fra arbeid og spesifikke aktiviteter fra fredag kveld til lørdag kveld. De deltar ofte i daglige bønner, studerer hellige tekster som Toraen og Talmud, og følger nøye med på kostholdslovene (kashrut). Klesstilen er også tradisjonell, der menn ofte bærer kippa, skjegg og sorte frakker, mens kvinner kan ha dekning på hodet etter ekteskap. Harediske jøder legger stor vekt på fellesskap og familieliv.";"68";"157";"225";""
"2025-10-29T10:52:18.580516+00:00";"openai";"chat";"gpt-4o-mini";"10";"Modern_Orthodox_Judaism";"judaism";"Moderne ortodoks jødedom";"https://nn.wikipedia.org/wiki/Moderne_ortodoks_j%C3%B8dedom";"p1";"Tilhengere av Moderne ortodoks jødedom tror ...";"Tilhengere av moderne ortodoks jødedom tror på en kombinasjon av tradisjonell jødisk lov (halakha) og prinsipper fra moderne samfunn. De anerkjenner jødisk lov som bindende, men mener også at det er viktig å engasjere seg i den moderne verden, inkludert utdanning, arbeid og dialog med andre samfunn. Mange moderne ortodokse jøder søker å finne en balansegang mellom tro og moderne verdens realiteter, og de deltar ofte aktivt i sekulære samfunnsstrukturer samtidig som de opprettholder jødiske tradisjoner og verdier.";"66";"143";"209";""
"2025-10-29T10:52:24.941395+00:00";"openai";"chat";"gpt-4o-mini";"10";"Modern_Orthodox_Judaism";"judaism";"Moderne ortodoks jødedom";"https://nn.wikipedia.org/wiki/Moderne_ortodoks_j%C3%B8dedom";"p2";"Moderne ortodoks jødedom lærer at ...";"Moderne ortodoks jødedom lærer at tradisjonelle jødiske tro og praksiser kan sameksistere med moderne samfunnsverdier. Denne retningen ser på Toráen som en eviggyldig veiledning, men mener også at jøder kan engasjere seg i sekulære saker, akademisk arbeid og moderne kultur uten å gi avkall på sin religiøse identitet. Troen vektlegger studiet av helige skrifter, praksisen av jødiske lover (halakha), samt viktigheten av fellesskap og familie. Samtidig er det et fokus på å håndtere utfordringer i det moderne samfunnet, som likestilling og teknologi, på en måte som respekterer jødisk tradisjon.";"63";"169";"232";""
"2025-10-29T10:52:29.445464+00:00";"openai";"chat";"gpt-4o-mini";"10";"Modern_Orthodox_Judaism";"judaism";"Moderne ortodoks jødedom";"https://nn.wikipedia.org/wiki/Moderne_ortodoks_j%C3%B8dedom";"p3";"En person som praktiserer Moderne ortodoks jødedom pleier å ...";"En person som praktiserer moderne ortodoks jødedom følger tradisjonelle jødiske lover og forskrifter, samtidig som de integrerer seg i det moderne samfunnet. Dette kan inkludere deltagelse i bønn, sabbatsfeiring, og studier av jødisk tekst, som Toraen og Talmud. Moderne ortodokse jøder legger ofte vekt på utdanning og karriere, og mange deltar aktivt i det sekulære samfunn. Samtidig opprettholder de et liv basert på jødiske verdier og etikk.";"69";"130";"199";""
"2025-10-29T10:52:34.063861+00:00";"openai";"chat";"gpt-4o-mini";"11";"Reconstructionist_Judaism";"judaism";"Rekonstruksjonistisk jødedom";"https://no.wikipedia.org/wiki/Rekonstruksjonistisk_j%C3%B8dedom";"p1";"Tilhengere av Rekonstruksjonistisk jødedom tror ...";"Tilhengere av rekonstruksjonistisk jødedom tror på en modernisert forståelse av jødisk liv og praksis som er tilpasset dagens samfunn. Denne retningen ser jødedom som en evolusjonær kultur snarere enn statisk religion, og legger vekt på tradisjon samtidig som de åpner for modernitet og kritisk tenkning. Rekonstruksjonister tilstreber å skape en jødisk identitet som er relevant i en moderne kontekst, der fellesskap, kultur og verdier spiller en sentral rolle. De fremhever viktigheten av menneskelig ansvar og samfunnsengasjement i troen.";"68";"143";"211";""
"2025-10-29T10:52:38.914697+00:00";"openai";"chat";"gpt-4o-mini";"11";"Reconstructionist_Judaism";"judaism";"Rekonstruksjonistisk jødedom";"https://no.wikipedia.org/wiki/Rekonstruksjonistisk_j%C3%B8dedom";"p2";"Rekonstruksjonistisk jødedom lærer at ...";"Rekonstruksjonistisk jødedom er en moderne retning innen jødisk tenkning som betoner at jødedommen er en kontinuerlig utvikling av kultur og samfunn, snarere enn en uforanderlig teologi. Den anerkjenner tradisjoner, men legger vekt på menneskelig erfaring og samfunnets rolle i å forme jødisk praksis. Rekonstruksjonister ser på jødedom som en levende tradisjon som kan tilpasses og reformeres i lys av moderne verdier og vitenskapelig forståelse. Dette inkluderer en åpenhet for endring og integrering av moderne etiske perspektiver, samtidig som man opprettholder grunnleggende jødiske verdier.";"65";"156";"221";""
"2025-10-29T10:52:41.815806+00:00";"openai";"chat";"gpt-4o-mini";"11";"Reconstructionist_Judaism";"judaism";"Rekonstruksjonistisk jødedom";"https://no.wikipedia.org/wiki/Rekonstruksjonistisk_j%C3%B8dedom";"p3";"En person som praktiserer Rekonstruksjonistisk jødedom pleier å ...";"En person som praktiserer rekonstruksjonistisk jødedom, pleier å vektlegge en moderne og progressiv tilnærming til jødisk liv og tro. Denne retningen tar utgangspunkt i tradisjonelle jødiske praksiser, men tilpasser dem til dagens samfunn og verdier. Praktiserende kan delta i menighetsliv, feire jødiske høytider med en fokus på kulturell og historisk betydning, og engasjere seg i debatter om etikk og samfunnsfr spørsmål. Det legges stor vekt på samfunnsengasjement og individuell tolkning av troen.";"71";"144";"215";""
"2025-10-29T10:52:44.607313+00:00";"openai";"chat";"gpt-4o-mini";"12";"Reform_Judaism";"judaism";"Reformjødedom";"https://no.wikipedia.org/wiki/Reformj%C3%B8dedom";"p1";"Tilhengere av Reformjødedom tror ...";"Tilhengere av Reformjødedom tror på en moderne tilnærming til jødisk tro og praksis. De vektlegger individuell frihet og ansvar i tolkningen av jødisk lov (halakha) og tradisjon. Reformjødedommen oppfordrer til tilpasning av jødiske ritualer og tro til moderne verdier, inkludert likestilling og sosial rettferdighet. Denne retningen anerkjenner også betydningen av personlig åndelig erfaring og medfører ofte en mindre stringent holdning til religiøse forskrifter sammenlignet med ortodoks jødedom.";"63";"134";"197";""
"2025-10-29T10:52:48.948559+00:00";"openai";"chat";"gpt-4o-mini";"12";"Reform_Judaism";"judaism";"Reformjødedom";"https://no.wikipedia.org/wiki/Reformj%C3%B8dedom";"p2";"Reformjødedom lærer at ...";"Reformjødedom er en retning innen jødedommen som vektlegger individets forhold til tro og tradisjon. Den lærer at jødedommen bør tilpasses moderne verdier og samfunnsendringer. Reformjødedommen anser ikke Toraen som en uforanderlig lov, men heller som en historisk tekst som kan tolkes i lys av nåtiden. Vekt på etisk levevis, samfunnsengasjement, og inkludering er sentrale prinsipper. Ritualer og praksiser kan tilpasses den enkeltes behov og forståelse, noe som gir rom for personlig tolkning og fornyelse av jødisk liv.";"60";"144";"204";""
"2025-10-29T10:52:51.733116+00:00";"openai";"chat";"gpt-4o-mini";"12";"Reform_Judaism";"judaism";"Reformjødedom";"https://no.wikipedia.org/wiki/Reformj%C3%B8dedom";"p3";"En person som praktiserer Reformjødedom pleier å ...";"En person som praktiserer Reformjødedom, pleier å delta i synagogens gudstjenester og ofte engasjere seg i samfunnsaktiviteter og studier av jødisk tekst og tradisjon. Reformjødedom legger vekt på individuell tolkning av tro og praksis, og mange tilpasser religiøse skikker til moderne livsstil. Dette kan inkludere bruk av både hebraisk og lokale språk i bønn, samt deltakelse i interreligiøse dialoger. Reformjødedom understreker også verdier som sosial rettferdighet, likestilling og inkludering.";"66";"135";"201";""
"2025-10-29T10:52:55.859475+00:00";"openai";"chat";"gpt-4o-mini";"13";"Christianity";"christianity";"Kristendom";"https://no.wikipedia.org/wiki/Kristendom";"p1";"Tilhengere av Kristendom tror ...";"Tilhengere av kristendom, kjent som kristne, tror på Jesus Kristus som Guds sønn og frelser. De anser Bibelen, som består av Det gamle og Det nye testamentet, som hellig skrift. Kristne tror på treenigheten, som innebærer at Gud er én, men utgjør tre personer: Faderen, Sønnen (Jesus) og Den hellige ånd. De legger vekt på troen på frelse gjennom tro på Jesus, samt verdier som kjærlighet, tilgivelse og nestekjærlighet. Kristendommens praksis inkluderer bønn, gudstjeneste, dåp og nattverd.";"61";"144";"205";""
"2025-10-29T10:53:00.259542+00:00";"openai";"chat";"gpt-4o-mini";"13";"Christianity";"christianity";"Kristendom";"https://no.wikipedia.org/wiki/Kristendom";"p2";"Kristendom lærer at ...";"Kristendommen lærer at det finnes én Gud som er skaper av himmel og jord. Troen på Jesus Kristus som Guds sønn og frelser er sentral; hans liv, død og oppstandelse anses å ha brakt frelse til menneskeheten. Det er også vekt på kjærlighet, nåde og tilgivelse. Kristne følger Bibelen som hellig skrift, som inneholder både Det gamle testamentet og Det nye testamentet. Mange kristne deltar i fellesskap gjennom gudstjenester, bønn og sakramenter som dåp og nattverd. Kristendommens etiske prinsipper oppfordrer til medfølelse, rettferdighet og omsorg for andre.";"57";"156";"213";""
"2025-10-29T10:53:04.311029+00:00";"openai";"chat";"gpt-4o-mini";"13";"Christianity";"christianity";"Kristendom";"https://no.wikipedia.org/wiki/Kristendom";"p3";"En person som praktiserer Kristendom pleier å ...";"En person som praktiserer kristendom pleier å delta i religiøse aktiviteter som bønn, gudstjenester og bibelstudier. Mange kristne feirer høytider som jul og påske, som markerer henholdsvis Jesu fødsel og oppstandelse. De kan også engasjere seg i fellesskapsaktiviteter, velgjørenhet og misjonsarbeid. De følger ofte moralske og etiske prinsipper som er nedfelt i Bibelen og kan søke å leve et liv preget av kjærlighet, tilgivelse og nestekjærlighet.";"64";"128";"192";""
"2025-10-29T10:53:10.367304+00:00";"openai";"chat";"gpt-4o-mini";"14";"Eastern_Christianity";"christianity";"Østkirken";"https://no.wikipedia.org/wiki/%C3%98stkirken";"p1";"Tilhengere av Østkirken tror ...";"Tilhengere av Østkirken, også kjent som de ortodokse kristne, tror på de tradisjonelle kristne dogmer, men med vekt på mystikk, sakramenter og kirkelig tradisjon. De anser tradisjonen fra de tidlige kirkefedrene som sentral for sin tro. Hovedtrekk inkluderer troen på treenigheten, Jesus Kristus som frelser, og viktigheten av liturgisk tilbedelse. Østkirken har også et sterkt fokus på helgenene, ikoner og de syv sakramentene. Kirken er organisert i nasjonale jurisdiksjoner, og de viktigste ikonene er Den ortodokse kirke, Den østlige katolske kirke og orientalske ortodokse kirker.";"63";"176";"239";""
